mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__learning_rate,param_model__max_depth,param_model__min_samples_leaf,param_model__min_samples_split,param_model__n_estimators,param_model__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.13156213760375976,0.00694139210834338,0.009993314743041992,0.002062263228877784,0.01,3,1,10,100,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.4176779960110186,0.7070681460122072,0.7052783327130411,0.858173165473251,0.6982125785748401,0.6772820437568716,0.14298597895772153,459
0.2932903289794922,0.006926897916450294,0.00977463722229004,0.0016584435394903648,0.01,3,1,10,200,0.8,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.6453876802577923,0.7594918856218505,0.8462419509196677,0.9444222042935936,0.8543843450612397,0.8099856132308287,0.10099610140414217,61
0.3016256332397461,0.02914985241784166,0.012170839309692382,0.004526976840976094,0.01,3,1,10,200,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10, 'model__n_estimators': 200, 'model__subsample': 1.0}",0.6224123332137697,0.7520275099151531,0.843927517327332,0.9392231726108631,0.8522636614213389,0.8019708388976914,0.10757650955971403,135
0.47528753280639646,0.06290130137940292,0.009949350357055664,0.0011650883097562884,0.01,3,1,10,300,0.8,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10, 'model__n_estimators': 300, 'model__subsample': 0.8}",0.6769662328941151,0.7453537969887118,0.8768330352875144,0.9480127396872097,0.8786790193015885,0.825168964831828,0.09895211558905952,9
0.42983145713806153,0.049666814028888735,0.009418535232543945,0.0008729684654023906,0.01,3,1,10,300,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.6712374713190854,0.7464218428234929,0.8753251849361714,0.9496186707652157,0.8860736233486136,0.8257353586385158,0.10159445168024299,7
0.17359070777893065,0.029627210186758048,0.010040521621704102,0.0019918037817476175,0.01,3,2,2,100,0.8,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 100, 'model__subsample': 0.8}",0.4767813595559173,0.6842629033302051,0.7009903411453255,0.8538127439926296,0.7040500371195664,0.6839794770287287,0.12038826825129617,448
0.15743203163146974,0.018654140510181744,0.008830690383911132,0.0008541607533289792,0.01,3,2,2,100,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.4476227774587448,0.7001272727015331,0.7101419903705085,0.8542990494725644,0.6967881870612509,0.6817958554129204,0.13111727318275665,452
0.31451568603515623,0.030898397857399115,0.008673810958862304,0.0003113483604782498,0.01,3,2,2,200,0.8,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.651626637668733,0.7528714807809018,0.8444593524003392,0.940368705263526,0.8539746600029691,0.8086601672232938,0.09844189235000066,71
0.2604503631591797,0.016881350649224226,0.009446239471435547,0.0007474393874970086,0.01,3,2,2,200,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 200, 'model__subsample': 1.0}",0.65018075323883,0.7537750145489164,0.8491416006832095,0.9287977755991182,0.852037374139266,0.8067865036418681,0.09598325379557686,89
0.4181327819824219,0.012772774844969798,0.01025700569152832,0.0011901766730093874,0.01,3,2,2,300,0.8,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 300, 'model__subsample': 0.8}",0.6759569678915578,0.7447402047039974,0.8729813986068935,0.9460541557683366,0.8804987444804468,0.8240462942902465,0.09867861598957957,12
0.38207154273986815,0.022379972349311043,0.015786075592041017,0.007116578563050581,0.01,3,2,2,300,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.7046620209630894,0.7472882443544187,0.8778878592204117,0.9362847304316064,0.8814953409951618,0.8295236391929375,0.08808083791697272,4
0.15976719856262206,0.0187885056819216,0.008893823623657227,0.00042256717617483405,0.01,3,2,5,100,0.8,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 100, 'model__subsample': 0.8}",0.4765005468118423,0.682257572865699,0.6983474654630977,0.853125288598882,0.7063327656532613,0.6833127278785565,0.12030350189537431,449
0.16107239723205566,0.028231412034267572,0.009145784378051757,0.0014341540959424545,0.01,3,2,5,100,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.4476227774587448,0.7022935848474299,0.7007476184790692,0.8543023371556024,0.6967881870612509,0.6803509010004193,0.1308351431833504,456
0.2982664108276367,0.02587852000875596,0.008580493927001952,0.00034531891850048655,0.01,3,2,5,200,0.8,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.6519991779026065,0.7513855472289277,0.8416499465024511,0.9379278611243015,0.8556257427288205,0.8077176550974215,0.0977986027822851,77
0.2612947940826416,0.011995047983153585,0.008498144149780274,0.00010627548211814403,0.01,3,2,5,200,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 200, 'model__subsample': 1.0}",0.65018075323883,0.7638176751015077,0.8405246727196221,0.9289184392565982,0.850713774282952,0.806831062919902,0.09418678273885144,87
0.4124265193939209,0.015170019716378439,0.009824705123901368,0.0011625195976954278,0.01,3,2,5,300,0.8,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 300, 'model__subsample': 0.8}",0.6765906739521365,0.7424224493567613,0.870229284186517,0.9427970086548302,0.8821853106083875,0.8228449453517266,0.09799300155721438,14
0.37271890640258787,0.01780705357763939,0.013383102416992188,0.004280019460353131,0.01,3,2,5,300,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.7046620209630894,0.7575212136521248,0.8689917412916658,0.9359613953789498,0.882511277740988,0.8299295298053636,0.08540300477018105,2
0.15729994773864747,0.014767167181196873,0.009200382232666015,0.0011722711603465042,0.01,3,2,10,100,0.8,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 10, 'model__n_estimators': 100, 'model__subsample': 0.8}",0.459478760752455,0.6736239200943259,0.6955603720278227,0.8607449509665278,0.7107385895650755,0.6800293186812414,0.12847255770965108,457
0.13744239807128905,0.010107385779437067,0.00977187156677246,0.002810535449741836,0.01,3,2,10,100,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 10, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.4176779960110186,0.6866137297786936,0.7052783327130411,0.858173165473251,0.6982125785748401,0.6731911605101688,0.1423665288895137,465
0.29069881439208983,0.018295574592011532,0.010046625137329101,0.0017021266562144894,0.01,3,2,10,200,0.8,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 10, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.6429950424920183,0.7381929525259261,0.8438043456792897,0.9441689171651817,0.8506115065868987,0.8039545528898628,0.1035929508535396,110
0.253523063659668,0.015867262644757206,0.008683538436889649,0.000256316211097307,0.01,3,2,10,200,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 10, 'model__n_estimators': 200, 'model__subsample': 1.0}",0.6235900585538873,0.7373626293467426,0.8445224829431945,0.9386311570388987,0.8523531631079906,0.7992918981981427,0.10861224929016819,157
0.43393940925598146,0.03250415305899087,0.010831594467163086,0.001222028450563991,0.01,3,2,10,300,0.8,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 10, 'model__n_estimators': 300, 'model__subsample': 0.8}",0.672644944011418,0.7259302450792614,0.8726459876133184,0.9465379529533581,0.8750126460912834,0.8185543551497279,0.10233477087525346,27
0.4089372158050537,0.03296255997337745,0.009390592575073242,0.0009315674928965255,0.01,3,2,10,300,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 10, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.675416197304245,0.728966253060676,0.8758566525902552,0.9475686409394056,0.8816637574437827,0.821894300267673,0.10234238612428236,15
0.16077299118041993,0.02571213559265941,0.010073614120483399,0.0025599842447689737,0.01,3,4,2,100,0.8,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 4, 'model__min_samples_split': 2, 'model__n_estimators': 100, 'model__subsample': 0.8}",0.4596604905046253,0.6398809929338858,0.6843659428945219,0.8650767729262737,0.7141790280436471,0.6726326454605908,0.13063561834374007,468
0.16204915046691895,0.04460858220178574,0.009417343139648437,0.0014105703644879707,0.01,3,4,2,100,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 4, 'model__min_samples_split': 2, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.3493703187294386,0.6790778138688379,0.7070225847291958,0.8696730536261673,0.7035467205778186,0.6617380983062916,0.17024093908591528,476
0.3110217571258545,0.03016099013899304,0.009368801116943359,0.0006752530309916787,0.01,3,4,2,200,0.8,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 4, 'model__min_samples_split': 2, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.6332352047271115,0.7142137118439047,0.8309143672791952,0.9521267030462034,0.85181724920931,0.796461447221145,0.11125685291141917,174
0.2527594089508057,0.016467432316157625,0.009801244735717774,0.002353018614235308,0.01,3,4,2,200,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 4, 'model__min_samples_split': 2, 'model__n_estimators': 200, 'model__subsample': 1.0}",0.558148333810655,0.6994160136998138,0.8366156784325439,0.940715292554824,0.8400087678887536,0.774980817277318,0.13283205350508212,346
0.44849066734313964,0.02067015761061773,0.01079573631286621,0.0010986103943020984,0.01,3,4,2,300,0.8,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 4, 'model__min_samples_split': 2, 'model__n_estimators': 300, 'model__subsample': 0.8}",0.6525106914160019,0.7083749742391208,0.8617990174763891,0.9540867809403019,0.8737226681568926,0.8100988264457414,0.11192425692058403,57
0.4704399585723877,0.048308083883228596,0.01084589958190918,0.001455160495462562,0.01,3,4,2,300,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 4, 'model__min_samples_split': 2, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.6124594437374905,0.6969716892067397,0.8643029904791044,0.9469003810546797,0.8559593217631356,0.79531876524823,0.12208420496109582,187
0.15801029205322265,0.014796640640858397,0.010445547103881837,0.002517647378721528,0.01,3,4,5,100,0.8,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 4, 'model__min_samples_split': 5, 'model__n_estimators': 100, 'model__subsample': 0.8}",0.4596604905046253,0.6398809929338858,0.6843659428945219,0.8650767729262737,0.7141790280436471,0.6726326454605908,0.13063561834374007,468
0.13095703125,0.005606037160355587,0.009290552139282227,0.0007275908588176542,0.01,3,4,5,100,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 4, 'model__min_samples_split': 5, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.3493703187294386,0.6790778138688379,0.7070225847291958,0.8696730536261673,0.7035467205778186,0.6617380983062916,0.17024093908591528,476
0.3003554821014404,0.022128873946304903,0.008685302734375,0.00037525537475928454,0.01,3,4,5,200,0.8,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 4, 'model__min_samples_split': 5, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.6332352047271115,0.7142137118439047,0.8309143672791952,0.9521267030462034,0.85181724920931,0.796461447221145,0.11125685291141917,174
0.254910945892334,0.007644038786298451,0.008307123184204101,0.00017246525677192968,0.01,3,4,5,200,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 4, 'model__min_samples_split': 5, 'model__n_estimators': 200, 'model__subsample': 1.0}",0.558148333810655,0.6994160136998138,0.8366156784325439,0.940715292554824,0.8400087678887536,0.774980817277318,0.13283205350508212,346
0.47996134757995607,0.037641570301490464,0.010809946060180663,0.0025647965737358312,0.01,3,4,5,300,0.8,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 4, 'model__min_samples_split': 5, 'model__n_estimators': 300, 'model__subsample': 0.8}",0.6525106914160019,0.7083749742391208,0.8617990174763891,0.9540867809403019,0.8737226681568926,0.8100988264457414,0.11192425692058403,57
0.4286970615386963,0.05823056909230532,0.01218104362487793,0.002928280702167869,0.01,3,4,5,300,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 4, 'model__min_samples_split': 5, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.6124594437374905,0.6969716892067397,0.8643029904791044,0.9469003810546797,0.8559593217631356,0.79531876524823,0.12208420496109582,187
0.15312061309814454,0.01017477587062179,0.008744192123413087,0.0007342803678732983,0.01,3,4,10,100,0.8,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 4, 'model__min_samples_split': 10, 'model__n_estimators': 100, 'model__subsample': 0.8}",0.45577907483394287,0.6395020981946057,0.6838696769033852,0.864754615812843,0.7101756751329744,0.6708162281755502,0.1315699120935807,474
0.1532761573791504,0.020965656951087732,0.00913686752319336,0.0007623788800758775,0.01,3,4,10,100,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 4, 'model__min_samples_split': 10, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.3407421268963129,0.6557816437396122,0.7081629486320792,0.8592783831425372,0.7035467205778186,0.6535023645976721,0.1706810758233287,482
0.37348570823669436,0.06281235161769246,0.009371185302734375,0.0008411492971171717,0.01,3,4,10,200,0.8,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 4, 'model__min_samples_split': 10, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.6366468631744178,0.7151970235728569,0.8295987218946956,0.9514546120574285,0.847623904893233,0.7961042251185264,0.10943722125544837,177
0.2844983100891113,0.038490316403981546,0.009873056411743164,0.001601405318938761,0.01,3,4,10,200,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 4, 'model__min_samples_split': 10, 'model__n_estimators': 200, 'model__subsample': 1.0}",0.5556221637488106,0.6845774753111094,0.8403881951204656,0.9349657103470982,0.8400087678887536,0.7711124624832475,0.13440095812160235,361
0.44796085357666016,0.022982674952980328,0.011202287673950196,0.0012819830839506461,0.01,3,4,10,300,0.8,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 4, 'model__min_samples_split': 10, 'model__n_estimators': 300, 'model__subsample': 0.8}",0.6604450993710037,0.709149910989946,0.8619886461229971,0.9530356818073187,0.8702879566492138,0.8109814589880958,0.10893048770613525,54
0.4591836929321289,0.034339368712939536,0.009157562255859375,0.0005088775813757209,0.01,3,4,10,300,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_samples_leaf': 4, 'model__min_samples_split': 10, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.6102381919922447,0.6874282817279227,0.8665111140031116,0.9446402300391485,0.8591577785131589,0.7935951192551174,0.12435512875361752,208
0.18760581016540528,0.02070887351580283,0.009392070770263671,0.000933667556278749,0.01,5,1,2,100,0.8,"{'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 100, 'model__subsample': 0.8}",0.46375808928513507,0.7431621298798898,0.7150497301504668,0.8470963865748646,0.6839990481359032,0.690613076805252,0.12597818063474264,435
0.16144247055053712,0.00835640882560152,0.009154748916625977,0.0013126677286773544,0.01,5,1,2,100,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.38358039948408507,0.7822371054418698,0.7441761084350095,0.8204384663113812,0.6713417016106723,0.6803547562566036,0.15635400722967882,455
0.32870936393737793,0.027651548313876024,0.009274053573608398,0.00038826529365489543,0.01,5,1,2,200,0.8,"{'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.6251752517996734,0.7867867331276668,0.841646915056852,0.9243173438600014,0.8237106881368107,0.8003273863962008,0.09847762318980346,148
0.29900898933410647,0.01836455208795863,0.009724903106689452,0.0013873191635734178,0.01,5,1,2,200,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 200, 'model__subsample': 1.0}",0.5161558157083143,0.7794140205957676,0.8730597511064704,0.8812559730110968,0.800932406533693,0.7701635933910684,0.13302734867029414,362
0.48390970230102537,0.03379122001959965,0.009622812271118164,0.0007637241321845961,0.01,5,1,2,300,0.8,"{'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 300, 'model__subsample': 0.8}",0.643872895904397,0.7602206545491597,0.8577418803933918,0.9179149835570306,0.8499518397681094,0.8059404508344177,0.09540951584829924,94
0.42278318405151366,0.02684096671891336,0.011026287078857422,0.00322198280166264,0.01,5,1,2,300,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.5431724986229007,0.7538201601863435,0.897408136990353,0.8724020696058136,0.8228409566847918,0.7779287644180405,0.12720798717506707,335
0.1596829891204834,0.0018466032259944042,0.012183904647827148,0.004897207477064531,0.01,5,1,5,100,0.8,"{'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 100, 'model__subsample': 0.8}",0.47333347884051835,0.7342514374298881,0.7154726068784425,0.8497013083820715,0.6884225446596308,0.6922362752381102,0.12250176850702238,433
0.15800256729125978,0.016774741827141226,0.008869123458862305,0.000605746652664224,0.01,5,1,5,100,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.3809669320932476,0.7755623964615481,0.7346139659233143,0.81529547539742,0.6863196065803923,0.6785516752911844,0.15483536253782948,458
0.3223235607147217,0.025249262451898385,0.011287498474121093,0.0019691978328887673,0.01,5,1,5,200,0.8,"{'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.6180109055910861,0.792322074253919,0.8427151425373776,0.9268529089775823,0.8277409377347289,0.8015283938189388,0.10183624564336163,141
0.26963396072387696,0.01025592168832078,0.009015464782714843,0.0006925368824442299,0.01,5,1,5,200,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 200, 'model__subsample': 1.0}",0.5409454454970821,0.7898498392748884,0.8631625140659163,0.8810482302977108,0.8066522832224551,0.7763316624716106,0.12248584298134345,341
0.46352720260620117,0.0579934388317463,0.008992576599121093,0.0006482321809289143,0.01,5,1,5,300,0.8,"{'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 300, 'model__subsample': 0.8}",0.6338488740994433,0.7685125608416257,0.861320599637262,0.9218665908042912,0.853844147564244,0.8078785545893734,0.0997979673858544,76
0.4342649459838867,0.056258289067037955,0.009500789642333984,0.001337556213113355,0.01,5,1,5,300,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.5809485718785661,0.7603970665323954,0.8916815730329956,0.8814389014816948,0.8279514257902862,0.7884835077431875,0.1137610304487725,240
0.17406396865844725,0.02010580846589024,0.00838155746459961,0.00019111966417649327,0.01,5,1,10,100,0.8,"{'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10, 'model__n_estimators': 100, 'model__subsample': 0.8}",0.4785055840779221,0.7113532234373884,0.7009945030440881,0.8532612014788752,0.7076004275042654,0.6903429879085079,0.12022490088804919,436
